[INFO ] 2026-02-02 22:42:05,158 [main]  com.oltpbenchmark.DBWorkload main - ======================================================================
[WARN ] 2026-02-02 22:43:50,354 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=2]
[WARN ] 2026-02-02 22:43:50,354 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=3]
[WARN ] 2026-02-02 22:43:50,355 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=4]
[WARN ] 2026-02-02 22:43:50,355 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=5]
[WARN ] 2026-02-02 22:43:50,355 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=6]
[WARN ] 2026-02-02 22:43:50,355 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=7]
[WARN ] 2026-02-02 22:43:50,355 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=8]
[WARN ] 2026-02-02 22:43:50,355 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=9]
[WARN ] 2026-02-02 22:43:50,355 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=10]
[WARN ] 2026-02-02 22:43:50,368 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=1]
[WARN ] 2026-02-02 22:43:50,368 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=2]
[WARN ] 2026-02-02 22:43:50,368 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=3]
[WARN ] 2026-02-02 22:43:50,368 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=4]
[WARN ] 2026-02-02 22:43:50,369 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=5]
[WARN ] 2026-02-02 22:43:50,369 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=6]
[WARN ] 2026-02-02 22:43:50,369 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=7]
[WARN ] 2026-02-02 22:43:50,369 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=8]
[WARN ] 2026-02-02 22:43:50,369 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=1]
[WARN ] 2026-02-02 22:43:50,369 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=9]
[WARN ] 2026-02-02 22:43:50,369 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=2]
[WARN ] 2026-02-02 22:43:50,369 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=10]
[WARN ] 2026-02-02 22:43:50,369 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=3]
[WARN ] 2026-02-02 22:43:50,369 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=4]
[WARN ] 2026-02-02 22:43:50,370 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=5]
[WARN ] 2026-02-02 22:43:50,370 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=6]
[WARN ] 2026-02-02 22:43:50,370 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=7]
[WARN ] 2026-02-02 22:43:50,370 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=8]
[WARN ] 2026-02-02 22:43:50,370 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=9]
[WARN ] 2026-02-02 22:43:50,370 [TPCCWorker<000>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=2, D_ID=10]
[WARN ] 2026-02-02 22:43:50,381 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=1]
[WARN ] 2026-02-02 22:43:50,381 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=2]
[WARN ] 2026-02-02 22:43:50,381 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=3]
[WARN ] 2026-02-02 22:43:50,381 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=4]
[WARN ] 2026-02-02 22:43:50,381 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=5]
[WARN ] 2026-02-02 22:43:50,381 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=6]
[WARN ] 2026-02-02 22:43:50,382 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=7]
[WARN ] 2026-02-02 22:43:50,382 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=8]
[WARN ] 2026-02-02 22:43:50,382 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=9]
[WARN ] 2026-02-02 22:43:50,382 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=10]
[WARN ] 2026-02-02 22:43:50,393 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=1]
[WARN ] 2026-02-02 22:43:50,393 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=2]
[WARN ] 2026-02-02 22:43:50,393 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=3]
[WARN ] 2026-02-02 22:43:50,393 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=4]
[WARN ] 2026-02-02 22:43:50,393 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=5]
[WARN ] 2026-02-02 22:43:50,393 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=6]
[WARN ] 2026-02-02 22:43:50,394 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=7]
[WARN ] 2026-02-02 22:43:50,394 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=8]
[WARN ] 2026-02-02 22:43:50,394 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=9]
[WARN ] 2026-02-02 22:43:50,394 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=10]
[WARN ] 2026-02-02 22:43:50,399 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=1]
[WARN ] 2026-02-02 22:43:50,399 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=2]
[WARN ] 2026-02-02 22:43:50,399 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=3]
[WARN ] 2026-02-02 22:43:50,399 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=4]
[WARN ] 2026-02-02 22:43:50,400 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=5]
[WARN ] 2026-02-02 22:43:50,400 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=6]
[WARN ] 2026-02-02 22:43:50,400 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=7]
[WARN ] 2026-02-02 22:43:50,400 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=8]
[WARN ] 2026-02-02 22:43:50,400 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=9]
[WARN ] 2026-02-02 22:43:50,400 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=10]
[WARN ] 2026-02-02 22:43:50,414 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=1]
[WARN ] 2026-02-02 22:43:50,414 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=2]
[WARN ] 2026-02-02 22:43:50,414 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=3]
[WARN ] 2026-02-02 22:43:50,414 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=4]
[WARN ] 2026-02-02 22:43:50,414 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=5]
[WARN ] 2026-02-02 22:43:50,415 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=6]
[WARN ] 2026-02-02 22:43:50,415 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=7]
[WARN ] 2026-02-02 22:43:50,415 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=8]
[WARN ] 2026-02-02 22:43:50,415 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=9]
[WARN ] 2026-02-02 22:43:50,415 [TPCCWorker<005>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=8, D_ID=10]
[WARN ] 2026-02-02 22:43:50,451 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=1]
[WARN ] 2026-02-02 22:43:50,451 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=1]
[WARN ] 2026-02-02 22:43:50,451 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=2]
[WARN ] 2026-02-02 22:43:50,452 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=3]
[WARN ] 2026-02-02 22:43:50,452 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=2]
[WARN ] 2026-02-02 22:43:50,452 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=4]
[WARN ] 2026-02-02 22:43:50,452 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=3]
[WARN ] 2026-02-02 22:43:50,452 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=5]
[WARN ] 2026-02-02 22:43:50,452 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=4]
[WARN ] 2026-02-02 22:43:50,452 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=6]
[WARN ] 2026-02-02 22:43:50,452 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=7]
[WARN ] 2026-02-02 22:43:50,452 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=8]
[WARN ] 2026-02-02 22:43:50,453 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=9]
[WARN ] 2026-02-02 22:43:50,453 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=10]
[WARN ] 2026-02-02 22:43:50,453 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=1]
[WARN ] 2026-02-02 22:43:50,453 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=2]
[WARN ] 2026-02-02 22:43:50,454 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=3]
[WARN ] 2026-02-02 22:43:50,454 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=4]
[WARN ] 2026-02-02 22:43:50,454 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=6]
[WARN ] 2026-02-02 22:43:50,454 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=5]
[WARN ] 2026-02-02 22:43:50,454 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=7]
[WARN ] 2026-02-02 22:43:50,454 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=6]
[WARN ] 2026-02-02 22:43:50,454 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=7]
[WARN ] 2026-02-02 22:43:50,454 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=8]
[WARN ] 2026-02-02 22:43:50,454 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=8]
[WARN ] 2026-02-02 22:43:50,454 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=9]
[WARN ] 2026-02-02 22:43:50,455 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=10]
[WARN ] 2026-02-02 22:43:50,455 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=9]
[WARN ] 2026-02-02 22:43:50,455 [TPCCWorker<007>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=10, D_ID=10]
[WARN ] 2026-02-02 22:43:50,465 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=1]
[WARN ] 2026-02-02 22:43:50,465 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=2]
[WARN ] 2026-02-02 22:43:50,465 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=3]
[WARN ] 2026-02-02 22:43:50,465 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=4]
[WARN ] 2026-02-02 22:43:50,466 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=5]
[WARN ] 2026-02-02 22:43:50,466 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=6]
[WARN ] 2026-02-02 22:43:50,466 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=7]
[WARN ] 2026-02-02 22:43:50,466 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=8]
[WARN ] 2026-02-02 22:43:50,466 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=9]
[WARN ] 2026-02-02 22:43:50,467 [TPCCWorker<002>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=4, D_ID=10]
[WARN ] 2026-02-02 22:43:50,487 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=1]
[WARN ] 2026-02-02 22:43:50,487 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=2]
[WARN ] 2026-02-02 22:43:50,487 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=3]
[WARN ] 2026-02-02 22:43:50,488 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=4]
[WARN ] 2026-02-02 22:43:50,488 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=5]
[WARN ] 2026-02-02 22:43:50,488 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=6]
[WARN ] 2026-02-02 22:43:50,488 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=7]
[WARN ] 2026-02-02 22:43:50,488 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=8]
[WARN ] 2026-02-02 22:43:50,488 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=9]
[WARN ] 2026-02-02 22:43:50,488 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=10]
[WARN ] 2026-02-02 22:43:50,489 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=1]
[WARN ] 2026-02-02 22:43:50,490 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=2]
[WARN ] 2026-02-02 22:43:50,490 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=3]
[WARN ] 2026-02-02 22:43:50,490 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=4]
[WARN ] 2026-02-02 22:43:50,490 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=5]
[WARN ] 2026-02-02 22:43:50,490 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=6]
[WARN ] 2026-02-02 22:43:50,490 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=7]
[WARN ] 2026-02-02 22:43:50,490 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=8]
[WARN ] 2026-02-02 22:43:50,490 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=9]
[WARN ] 2026-02-02 22:43:50,491 [TPCCWorker<006>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=9, D_ID=10]
[WARN ] 2026-02-02 22:43:50,491 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=1]
[WARN ] 2026-02-02 22:43:50,491 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=2]
[WARN ] 2026-02-02 22:43:50,492 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=3]
[WARN ] 2026-02-02 22:43:50,492 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=4]
[WARN ] 2026-02-02 22:43:50,492 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=5]
[WARN ] 2026-02-02 22:43:50,492 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=6]
[WARN ] 2026-02-02 22:43:50,493 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=7]
[WARN ] 2026-02-02 22:43:50,493 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=8]
[WARN ] 2026-02-02 22:43:50,493 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=9]
[WARN ] 2026-02-02 22:43:50,493 [TPCCWorker<003>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=5, D_ID=10]
[WARN ] 2026-02-02 22:43:50,503 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=1]
[WARN ] 2026-02-02 22:43:50,503 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=2]
[WARN ] 2026-02-02 22:43:50,503 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=3]
[WARN ] 2026-02-02 22:43:50,503 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=4]
[WARN ] 2026-02-02 22:43:50,503 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=5]
[WARN ] 2026-02-02 22:43:50,503 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=6]
[WARN ] 2026-02-02 22:43:50,503 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=7]
[WARN ] 2026-02-02 22:43:50,504 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=8]
[WARN ] 2026-02-02 22:43:50,504 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=9]
[WARN ] 2026-02-02 22:43:50,504 [TPCCWorker<001>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=3, D_ID=10]
[WARN ] 2026-02-02 22:43:50,521 [TPCCWorker<004>]  com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery getOrderId - District has no new orders [W_ID=7, D_ID=1]
